"ID","ID_FORNECEDOR","DATALANCAMENTO","NUMERODOCUMENTO","DATADOCUMENTO","TOTALPARCELAS","VALORTOTAL","NUMEROPARCELA","VALORPARCELA","DATAVENCIMENTO","LIQUIDADO","DATAPAGAMENTO","VALORPAGO","DATA_INC","DATA_ALT"
2016,62,2019-08-23,"515154B",2019-08-22,"02",511.24,"02",238.12,2019-10-01,S,2019-10-01,238.12,2019-08-23,
2017,32,2019-08-27,"7241/1/1",2019-08-27,"03",727.72,"01",242.57,2019-09-05,S,2019-09-02,242.57,2019-08-27,
2018,32,2019-08-27,"7241/2/2",2019-08-27,"03",727.72,"02",242.57,2019-09-25,S,2019-09-24,242.57,2019-08-27,
2019,32,2019-08-27,"7241/3/3",2019-08-27,"03",727.72,"03",242.58,2019-10-25,S,2019-10-21,242.58,2019-08-27,
2020,52,2019-09-05,"6233/1/1",2019-09-05,"03",2326.70,"01",775.56,2019-09-18,S,2019-09-18,775.56,2019-09-05,
2021,52,2019-09-05,"6233/2/2",2019-09-05,"03",2326.70,"02",775.56,2019-09-25,S,2019-09-24,775.56,2019-09-05,
2022,52,2019-09-05,"6233/3/3",2019-09-05,"03",2326.70,"03",775.58,2019-10-02,S,2019-10-01,775.58,2019-09-05,
2023,62,2019-09-06,"515310A",2019-09-03,"01",111.60,"01",111.60,2019-09-18,S,2019-09-18,111.60,2019-09-06,
2024,52,2019-09-11,"6273",2019-09-11,"01",243.25,"01",243.25,2019-09-24,S,2019-09-24,243.25,2019-09-11,
2025,62,2019-09-16,"515420A",2019-09-10,"01",112.00,"01",112.00,2019-09-20,S,2019-09-18,112.00,2019-09-16,
2026,62,2019-10-04,"515755/1/1",2019-10-04,"03",955.96,"01",341.99,2019-11-02,S,2019-10-28,341.99,2019-10-04,
2027,62,2019-10-04,"515755/2/2",2019-10-04,"03",955.96,"02",306.99,2019-11-22,S,2019-11-20,306.99,2019-10-04,
2028,62,2019-10-04,"515755/3/3",2019-10-04,"03",955.96,"03",306.98,2019-12-12,S,2019-12-09,306.98,2019-10-04,
2029,52,2019-10-09,"6458/1/1",2019-10-09,"03",2746.99,"01",915.66,2019-10-21,S,2019-10-21,915.66,2019-10-09,
2030,52,2019-10-09,"6458/2/2",2019-10-09,"03",2746.99,"02",915.66,2019-10-28,S,2019-10-28,915.66,2019-10-09,
2031,52,2019-10-09,"6458/3/3",2019-10-09,"03",2746.99,"03",915.67,2019-11-04,S,2019-11-04,915.67,2019-10-09,
2032,52,2019-10-11,"6475/1/1",2019-10-11,"03",1442.57,"01",480.85,2019-10-22,S,2019-10-21,480.85,2019-10-11,
2033,52,2019-10-11,"6475/2/2",2019-10-11,"03",1442.57,"02",480.85,2019-10-29,S,2019-10-28,480.85,2019-10-11,
2034,52,2019-10-11,"6475/3/3",2019-10-11,"03",1442.57,"03",480.87,2019-11-05,S,2019-11-04,480.87,2019-10-11,
2035,62,2019-10-15,"515853A",2019-10-10,"01",150.70,"01",150.70,2019-10-30,S,2019-10-28,150.70,2019-10-15,
2036,62,2019-10-17,"515908A",2019-10-14,"01",194.00,"01",194.00,2019-11-08,S,2019-11-04,194.00,2019-10-17,
2037,52,2019-10-31,"6609/1/1",2019-10-31,"03",1894.97,"01",631.65,2019-11-13,S,2019-11-13,631.65,2019-10-31,
2038,52,2019-10-31,"6609/2/2",2019-10-31,"03",1894.97,"02",631.65,2019-11-20,S,2019-11-20,631.65,2019-10-31,
2039,52,2019-10-31,"6609/3/3",2019-10-31,"03",1894.97,"03",631.67,2019-11-27,S,2019-11-27,631.67,2019-10-31,
2040,62,2019-11-08,"516270/1/1",2019-11-08,"03",1064.08,"01",361.36,2019-12-07,S,2019-12-09,361.36,2019-11-08,
2041,62,2019-11-08,"516270/2/2",2019-11-08,"03",1064.08,"02",351.36,2020-01-06,S,2020-01-06,351.36,2019-11-08,
2042,62,2019-11-08,"516270/3/3",2019-11-08,"03",1064.08,"03",351.36,2020-02-05,S,2020-02-04,351.36,2019-11-08,
2043,52,2019-11-29,"6781/1/1",2019-11-29,"03",1519.05,"01",506.35,2019-12-07,S,2019-12-09,506.35,2019-11-29,
2044,52,2019-11-29,"6781/2/2",2019-11-29,"03",1519.05,"02",506.35,2019-12-17,S,2019-12-17,506.35,2019-11-29,
2045,52,2019-11-29,"6781/3/3",2019-11-29,"03",1519.05,"03",506.35,2019-12-27,S,2019-12-23,506.35,2019-11-29,
2046,62,2019-12-10,"516671/2",2019-12-09,"02",267.78,"01",267.78,2020-01-08,S,2020-01-06,267.78,2019-12-10,
2047,62,2019-12-10,"516671/3",2019-12-09,"02",267.77,"02",267.77,2020-02-07,S,2020-02-04,267.77,2019-12-10,
2048,61,2019-12-16,"297006/1/1",2019-12-16,"03",2004.57,"01",714.64,2020-01-01,S,2019-12-30,714.64,2019-12-16,
2049,61,2019-12-16,"297006/2/2",2019-12-16,"03",2004.57,"02",644.97,2020-01-08,S,2020-01-06,644.97,2019-12-16,
2050,61,2019-12-16,"297006/3/3",2019-12-16,"03",2004.57,"03",644.96,2020-01-15,S,2020-01-13,644.96,2019-12-16,
2051,52,2020-01-10,"6973/1/1",2020-01-10,"03",1973.75,"01",657.91,2020-01-23,S,2020-01-23,657.91,2020-01-10,
2052,52,2020-01-10,"6973/2/2",2020-01-10,"03",1973.75,"02",657.91,2020-01-30,S,2020-01-28,657.91,2020-01-10,
2053,52,2020-01-10,"6973/3/3",2020-01-10,"03",1973.75,"03",657.93,2020-02-06,S,2020-02-04,657.93,2020-01-10,
2054,52,2020-01-16,"7000/1/1",2020-01-16,"03",778.50,"01",259.50,2020-01-28,S,2020-01-28,259.50,2020-01-16,
2055,52,2020-01-16,"7000/2/2",2020-01-16,"03",778.50,"02",259.50,2020-02-04,S,2020-02-04,259.50,2020-01-16,
2056,52,2020-01-16,"7000/3/3",2020-01-16,"03",778.50,"03",259.50,2020-02-11,S,2020-02-10,259.50,2020-01-16,
2057,62,2020-01-16,"517100/1/1",2020-01-16,"03",888.44,"01",296.14,2020-02-14,S,2020-02-10,296.14,2020-01-16,2020-02-04
2058,62,2020-01-16,"517100/2/2",2020-01-16,"03",888.44,"02",296.15,2020-03-05,S,2020-03-02,296.15,2020-01-16,2020-02-04
2059,62,2020-01-16,"517100/3/3",2020-01-16,"03",888.44,"03",296.15,2020-03-25,S,2020-03-23,296.15,2020-01-16,2020-02-04
2060,51,2020-01-25,"206308/1",2020-01-21,"02",545.33,"01",272.66,2020-02-20,S,2020-02-17,272.66,2020-01-25,
2061,51,2020-01-25,"206308/2",2020-01-21,"02",545.33,"02",272.67,2020-03-23,S,2020-03-23,272.67,2020-01-25,
2062,52,2020-02-07,"7163/1/1",2020-02-07,"03",1596.15,"01",532.05,2020-02-20,S,2020-02-17,532.05,2020-02-07,
2063,52,2020-02-07,"7163/2/2",2020-02-07,"03",1596.15,"02",532.05,2020-02-27,S,2020-02-27,532.05,2020-02-07,
2064,52,2020-02-07,"7163/3/3",2020-02-07,"03",1596.15,"03",532.05,2020-03-05,S,2020-03-02,532.05,2020-02-07,
2065,62,2020-02-17,"517376/1/1",2020-02-17,"03",1147.62,"01",382.52,2020-03-01,S,2020-03-02,382.52,2020-02-17,
2066,62,2020-02-17,"517376/2/2",2020-02-17,"03",1147.62,"02",382.50,2020-03-31,S,2020-03-30,382.50,2020-02-17,
2067,62,2020-02-17,"517376/3/3",2020-02-17,"03",1147.62,"03",382.50,2020-04-30,S,2020-04-27,382.50,2020-02-17,
2068,62,2020-02-19,"517613/1/1",2020-02-19,"03",1174.91,"01",391.63,2020-03-19,S,2020-03-18,391.63,2020-02-19,
2069,62,2020-02-19,"517613/2/2",2020-02-19,"03",1174.91,"02",391.64,2020-04-18,S,2020-04-22,391.64,2020-02-19,
2070,62,2020-02-19,"517613/3/3",2020-02-19,"03",1174.91,"03",391.64,2020-05-18,S,2020-05-18,391.64,2020-02-19,
2071,52,2020-02-21,"7258/1/1",2020-02-21,"03",4688.20,"01",1562.73,2020-03-04,S,2020-03-02,1562.73,2020-02-21,
2072,52,2020-02-21,"7258/2/2",2020-02-21,"03",4688.20,"02",1562.73,2020-03-11,S,2020-03-11,1562.73,2020-02-21,
2073,52,2020-02-21,"7258/3/3",2020-02-21,"03",4688.20,"03",1562.74,2020-03-18,S,2020-03-18,1562.74,2020-02-21,
2074,32,2020-02-27,"12789/1/1",2020-02-27,"03",731.25,"01",243.75,2020-03-07,S,2020-03-02,243.75,2020-02-27,
2075,32,2020-02-27,"12789/2/2",2020-02-27,"03",731.25,"02",243.75,2020-03-22,S,2020-03-23,243.75,2020-02-27,
2076,32,2020-02-27,"12789/3/3",2020-02-27,"03",731.25,"03",243.75,2020-04-21,S,2020-04-22,243.75,2020-02-27,
2077,62,2020-03-06,"517822/1/1",2020-03-06,"03",952.21,"01",317.41,2020-04-03,S,2020-03-30,317.41,2020-03-06,
2078,62,2020-03-06,"517822/2/2",2020-03-06,"03",952.21,"02",317.40,2020-05-03,S,2020-05-04,317.40,2020-03-06,
2079,62,2020-03-06,"517822/3/3",2020-03-06,"03",952.21,"03",317.40,2020-06-02,S,2020-06-02,317.40,2020-03-06,
2080,52,2020-03-06,"7343/1/1",2020-03-06,"03",3656.06,"01",1218.68,2020-03-19,S,2020-03-18,1218.68,2020-03-06,
2081,52,2020-03-06,"7343/2/2",2020-03-06,"03",3656.06,"02",1218.68,2020-03-26,S,2020-03-23,1218.68,2020-03-06,
2082,52,2020-03-06,"7343/3/3",2020-03-06,"03",3656.06,"03",1218.70,2020-04-02,S,2020-03-30,1218.70,2020-03-06,
2083,62,2020-03-20,"518064/1/1",2020-03-20,"03",1546.42,"01",515.48,2020-04-18,S,2020-04-22,515.48,2020-03-20,
2084,62,2020-03-20,"518064/2/2",2020-03-20,"03",1546.42,"02",515.47,2020-05-18,S,2020-05-18,515.47,2020-03-20,
2085,62,2020-03-20,"518064/3/3",2020-03-20,"03",1546.42,"03",515.47,2020-06-17,S,2020-06-16,515.47,2020-03-20,
2086,52,2020-04-06,"7481/1/1",2020-04-06,"03",2540.90,"01",846.96,2020-04-17,S,2020-04-17,846.96,2020-04-06,
2087,52,2020-04-06,"7481/2/2",2020-04-06,"03",2540.90,"02",846.96,2020-04-24,S,2020-04-22,846.96,2020-04-06,
2088,52,2020-04-06,"7481/3/3",2020-04-06,"03",2540.90,"03",846.98,2020-05-01,S,2020-04-27,846.98,2020-04-06,
2089,62,2020-04-15,"518301/1/1",2020-04-15,"03",852.68,"01",284.22,2020-05-13,S,2020-05-11,284.22,2020-04-15,
2090,62,2020-04-15,"518301/2/2",2020-04-15,"03",852.68,"02",284.23,2020-06-02,S,2020-06-02,284.23,2020-04-15,
2091,62,2020-04-15,"518301/3/3",2020-04-15,"03",852.68,"03",284.23,2020-06-22,S,2020-06-22,284.23,2020-04-15,
2092,52,2020-04-15,"7502/1/1",2020-04-15,"03",3308.30,"01",1102.76,2020-04-27,S,2020-04-27,1102.76,2020-04-15,
2093,52,2020-04-15,"7502/2/2",2020-04-15,"03",3308.30,"02",1102.76,2020-05-04,S,2020-05-04,1102.76,2020-04-15,
2094,52,2020-04-15,"7502/3/3",2020-04-15,"03",3308.30,"03",1102.78,2020-05-11,S,2020-05-11,1102.78,2020-04-15,
2095,61,2020-05-04,"311352/1/1",2020-05-04,"05",3087.08,"01",617.42,2020-05-19,S,2020-05-18,617.42,2020-05-04,
2096,61,2020-05-04,"311352/2/2",2020-05-04,"05",3087.08,"02",617.42,2020-05-26,S,2020-05-26,617.42,2020-05-04,
2097,61,2020-05-04,"311352/3/3",2020-05-04,"05",3087.08,"03",617.42,2020-06-02,S,2020-06-02,617.42,2020-05-04,
2098,61,2020-05-04,"311352/4/4",2020-05-04,"05",3087.08,"04",617.42,2020-06-09,S,2020-06-09,617.42,2020-05-04,
2099,61,2020-05-04,"311352/5/5",2020-05-04,"05",3087.08,"05",617.40,2020-06-16,S,2020-06-16,617.40,2020-05-04,
2100,61,2020-05-04,"311314/1/1",2020-05-04,"03",813.75,"01",271.25,2020-05-19,S,2020-05-18,271.25,2020-05-04,
2101,61,2020-05-04,"311314/2/2",2020-05-04,"03",813.75,"02",271.25,2020-05-26,S,2020-05-26,271.25,2020-05-04,
2102,61,2020-05-04,"311314/3/3",2020-05-04,"03",813.75,"03",271.25,2020-06-02,S,2020-06-02,271.25,2020-05-04,
2103,52,2020-05-07,"7607/1/1",2020-05-07,"03",1572.95,"01",524.31,2020-05-19,S,2020-05-18,524.31,2020-05-07,
2104,52,2020-05-07,"7607/2/2",2020-05-07,"03",1572.95,"02",524.31,2020-05-26,S,2020-05-26,524.31,2020-05-07,
2105,52,2020-05-07,"7607/3/3",2020-05-07,"03",1572.95,"03",524.33,2020-06-02,S,2020-06-02,524.33,2020-05-07,
2106,62,2020-05-11,"518761/1/1",2020-05-11,"03",1161.87,"01",387.29,2020-06-10,S,2020-06-09,387.29,2020-05-11,
2107,62,2020-05-11,"518761/2/2",2020-05-11,"03",1161.87,"02",387.29,2020-07-10,S,2020-07-08,387.29,2020-05-11,
2108,62,2020-05-11,"518761/3/3",2020-05-11,"03",1161.87,"03",387.29,2020-08-09,S,2020-08-10,387.29,2020-05-11,
2109,32,2020-05-15,"14414/1/1",2020-05-15,"03",3495.00,"01",1165.00,2020-05-28,S,2020-05-26,1165.00,2020-05-15,
2110,32,2020-05-15,"14414/2/2",2020-05-15,"03",3495.00,"02",1165.00,2020-06-12,S,2020-06-09,1165.00,2020-05-15,
2111,32,2020-05-15,"14414/3/3",2020-05-15,"03",3495.00,"03",1165.00,2020-07-12,S,2020-07-13,1165.00,2020-05-15,
2112,52,2020-05-23,"7699/1/1",2020-05-23,"03",2361.93,"01",787.31,2020-06-04,S,2020-06-02,787.31,2020-05-23,
2113,52,2020-05-23,"7699/2/2",2020-05-23,"03",2361.93,"02",787.31,2020-06-11,S,2020-06-09,787.31,2020-05-23,
2114,52,2020-05-23,"7699/3/3",2020-05-23,"03",2361.93,"03",787.31,2020-06-18,S,2020-06-16,787.31,2020-05-23,
2115,62,2020-06-03,"519189/1/1",2020-06-03,"03",2146.85,"01",715.61,2020-07-02,S,2020-06-30,715.61,2020-06-03,
2116,62,2020-06-03,"519189/2/2",2020-06-03,"03",2146.85,"02",715.62,2020-08-01,S,2020-08-06,715.62,2020-06-03,
2117,62,2020-06-03,"519189/3/3",2020-06-03,"03",2146.85,"03",715.62,2020-08-31,S,2020-08-31,715.62,2020-06-03,
2118,52,2020-06-11,"7796/1/1",2020-06-11,"03",1742.95,"01",580.98,2020-06-23,S,2020-06-22,580.98,2020-06-11,
2119,52,2020-06-11,"7796/2/2",2020-06-11,"03",1742.95,"02",580.98,2020-06-30,S,2020-06-30,580.98,2020-06-11,
2120,52,2020-06-11,"7796/3/3",2020-06-11,"03",1742.95,"03",580.99,2020-07-07,S,2020-07-08,580.99,2020-06-11,
2121,61,2020-06-19,"317379/1",2020-06-16,"02",970.68,"01",485.34,2020-07-07,S,2020-07-08,485.34,2020-06-19,
2122,61,2020-06-19,"317379/2",2020-06-16,"02",970.68,"02",485.34,2020-07-21,S,2020-07-20,485.34,2020-06-19,
2123,52,2020-07-01,"7934/1",2020-03-30,"04",3107.20,"01",776.80,2020-07-13,S,2020-07-13,776.80,2020-07-01,
2124,52,2020-07-01,"7934/2",2020-03-30,"04",3107.20,"02",776.80,2020-07-20,S,2020-07-20,776.80,2020-07-01,
2125,52,2020-07-01,"7934/3",2020-06-30,"04",3107.20,"03",776.80,2020-07-27,S,2020-07-27,776.80,2020-07-01,
2126,52,2020-07-01,"7934/4",2020-06-30,"04",3107.20,"04",776.80,2020-08-03,S,2020-08-06,776.80,2020-07-01,
2127,52,2020-07-08,"8006/1/1",2020-07-08,"03",1941.50,"01",647.16,2020-07-22,S,2020-07-20,647.16,2020-07-08,
2128,52,2020-07-08,"8006/2/2",2020-07-08,"03",1941.50,"02",647.16,2020-07-29,S,2020-07-27,647.16,2020-07-08,
2129,52,2020-07-08,"8006/3/3",2020-07-08,"03",1941.50,"03",647.18,2020-08-05,S,2020-08-06,647.18,2020-07-08,
2130,62,2020-07-09,"519775/A/A",2020-07-09,"03",1533.58,"01",511.20,2020-08-07,S,2020-08-06,511.20,2020-07-09,
2131,62,2020-07-09,"519775/B/B",2020-07-09,"03",1533.58,"02",511.19,2020-09-08,S,2020-09-08,511.19,2020-07-09,
2132,62,2020-07-09,"519775/C/C",2020-07-09,"03",1533.58,"03",511.19,2020-10-06,S,2020-10-05,511.19,2020-07-09,
2133,51,2020-07-15,"210857/1",2020-07-08,"02",1005.04,"01",502.52,2020-07-23,S,2020-07-20,502.52,2020-07-15,
2134,51,2020-07-15,"210857/2",2020-07-08,"02",1005.04,"02",502.52,2020-08-24,S,2020-08-24,502.52,2020-07-15,
2135,52,2020-08-02,"8141/1/1",2020-08-02,"03",3642.00,"01",1214.00,2020-08-15,S,2020-08-10,1214.00,2020-08-02,
2136,52,2020-08-02,"8141/2/2",2020-08-02,"03",3642.00,"02",1214.00,2020-08-25,S,2020-08-24,1214.00,2020-08-02,
2137,52,2020-08-02,"8141/3/3",2020-08-02,"03",3642.00,"03",1214.00,2020-09-04,S,2020-08-31,1214.00,2020-08-02,
2138,52,2020-08-06,"8220/1/1",2020-08-06,"03",4830.50,"01",1593.39,2020-08-19,S,2020-08-19,1593.39,2020-08-06,
2139,52,2020-08-06,"8220/2/2",2020-08-06,"03",4830.50,"02",1593.39,2020-08-26,S,2020-08-24,1593.39,2020-08-06,
2140,52,2020-08-06,"8220/3/3",2020-08-06,"03",4830.50,"03",1593.39,2020-09-02,S,2020-08-31,1593.39,2020-08-06,
2141,51,2020-08-10,"22303/1",2020-08-04,"02",644.89,"01",322.44,2020-08-29,S,2020-08-24,322.44,2020-08-10,
2142,51,2020-08-10,"22303/2",2020-08-04,"02",644.89,"01",322.45,2020-09-29,S,2020-09-28,322.45,2020-08-10,
2143,51,2020-08-13,"211857/1/1",2020-08-13,"02",1059.40,"01",529.70,2020-08-24,S,2020-08-24,529.70,2020-08-13,2020-08-24
2144,51,2020-08-13,"211857/2/2",2020-08-13,"02",1059.40,"02",529.70,2020-09-21,S,2020-09-21,529.70,2020-08-13,2020-08-24
2145,52,2020-08-14,"8293/1/1",2020-08-14,"03",1325.40,"01",441.80,2020-08-27,S,2020-08-24,441.80,2020-08-14,
2146,52,2020-08-14,"8293/2/2",2020-08-14,"03",1325.40,"02",441.80,2020-09-03,S,2020-08-31,441.80,2020-08-14,
2147,52,2020-08-14,"8293/3/3",2020-08-14,"03",1325.40,"03",441.80,2020-09-10,S,2020-09-08,441.80,2020-08-14,
2148,61,2020-08-19,"326194/1/1",2020-08-19,"03",2399.62,"01",799.87,2020-09-03,S,2020-08-31,799.87,2020-08-19,
2149,61,2020-08-19,"326194/2/2",2020-08-19,"03",2399.62,"02",799.87,2020-09-10,S,2020-09-08,799.87,2020-08-19,
2150,61,2020-08-19,"326194/3/3",2020-08-19,"03",2399.62,"03",799.88,2020-09-17,S,2020-09-16,799.88,2020-08-19,
2151,52,2020-08-28,"8402/1/1",2020-08-28,"03",2900.98,"01",966.99,2020-09-09,S,2020-09-08,966.99,2020-08-28,
2152,52,2020-08-28,"8402/2/2",2020-08-28,"03",2900.98,"02",966.99,2020-09-16,S,2020-09-16,966.99,2020-08-28,
2153,52,2020-08-28,"8402/3/3",2020-08-28,"03",2900.98,"03",967.00,2020-09-23,S,2020-09-21,967.00,2020-08-28,
2154,62,2020-09-02,"520107/1/1",2020-09-02,"03",1716.51,"01",572.17,2020-09-02,S,2020-09-02,572.17,2020-09-02,
2155,62,2020-09-02,"520107/2/2",2020-09-02,"03",1716.51,"02",572.17,2020-09-28,S,2020-09-28,572.17,2020-09-02,
2156,62,2020-09-02,"520107/3/3",2020-09-02,"03",1716.51,"03",572.17,2020-10-26,S,2020-10-26,572.17,2020-09-02,
2157,62,2020-09-09,"520806/3/1",2020-09-09,"03",1268.60,"01",422.86,2020-12-07,S,2020-12-07,422.86,2020-09-09,
2158,62,2020-09-09,"520806/2/2",2020-09-09,"03",1268.60,"02",422.86,2020-11-09,S,2020-11-09,422.86,2020-09-09,
2159,62,2020-09-09,"520806/1/3",2020-09-09,"03",1268.60,"03",422.86,2020-10-08,S,2020-10-05,422.86,2020-09-09,
2160,51,2020-09-17,"22443/1",2020-09-09,"01",181.50,"01",181.50,2020-10-07,S,2020-10-05,181.50,2020-09-17,
2161,51,2020-09-18,"213358/2/1",2020-09-18,"02",892.31,"01",446.16,2020-11-09,S,2020-11-09,446.16,2020-09-18,
2162,51,2020-09-18,"213358/1/2",2020-09-18,"02",892.31,"02",446.15,2020-10-09,S,2020-10-05,446.15,2020-09-18,
2163,52,2020-09-23,"8608/3/1",2020-09-23,"03",2815.05,"01",938.35,2020-10-19,S,2020-10-19,938.35,2020-09-23,
2164,52,2020-09-23,"8608/2/2",2020-09-23,"03",2815.05,"02",938.35,2020-10-12,S,2020-10-13,938.35,2020-09-23,
2165,52,2020-09-23,"8608/1/3",2020-09-23,"03",2815.05,"03",938.35,2020-10-05,S,2020-10-05,938.35,2020-09-23,
2166,62,2020-09-25,"521075/2/1",2020-09-25,"02",550.59,"01",275.29,2020-11-23,S,2020-11-23,275.29,2020-09-25,
2167,62,2020-09-25,"521075/1/2",2020-09-25,"02",550.59,"02",275.29,2020-10-26,S,2020-10-26,275.29,2020-09-25,
2168,62,2020-10-07,"521251/3/1",2020-10-07,"03",1071.33,"01",357.11,2021-01-03,S,2021-01-04,357.11,2020-10-07,
2169,62,2020-10-07,"521251/2/2",2020-10-07,"03",1071.33,"02",357.11,2020-12-04,S,2020-11-30,357.11,2020-10-07,
2170,62,2020-10-07,"521251/1/3",2020-10-07,"03",1071.33,"03",357.11,2020-11-04,S,2020-11-03,357.11,2020-10-07,
2171,52,2020-10-21,"8844/3/1",2020-10-21,"03",4110.87,"01",1370.29,2020-11-17,S,2020-11-16,1370.29,2020-10-21,
2172,52,2020-10-21,"8844/2/2",2020-10-21,"03",4110.87,"02",1370.29,2020-11-10,S,2020-11-09,1370.29,2020-10-21,
2173,52,2020-10-21,"8844/1/3",2020-10-21,"03",4110.87,"03",1370.29,2020-11-03,S,2020-11-03,1370.29,2020-10-21,
2174,62,2020-10-23,"521516/3/1",2020-10-23,"03",1135.05,"01",378.35,2021-01-19,S,2021-01-18,378.35,2020-10-23,
2175,62,2020-10-23,"521516/2/2",2020-10-23,"03",1135.05,"02",378.35,2020-12-21,S,2020-12-21,378.35,2020-10-23,
2176,62,2020-10-23,"521516/1/3",2020-10-23,"03",1135.05,"03",378.35,2020-11-20,S,2020-11-16,378.35,2020-10-23,
2177,62,2020-11-11,"521769/3/1",2020-11-11,"03",1253.91,"01",417.97,2021-02-08,S,2021-02-08,417.97,2020-11-11,
2178,62,2020-11-11,"521769/2/2",2020-11-11,"03",1253.91,"02",417.97,2021-01-08,S,2021-01-04,417.97,2020-11-11,
2179,62,2020-11-11,"521769/1/3",2020-11-11,"03",1253.91,"03",417.97,2020-12-09,S,2020-12-07,417.97,2020-11-11,
2180,52,2020-11-14,"8990/3/1",2020-11-14,"03",5873.70,"01",1957.90,2020-12-03,S,2020-11-30,1957.90,2020-11-14,
2181,52,2020-11-14,"8990/2/2",2020-11-14,"03",5873.70,"02",1957.90,2020-11-26,S,2020-11-23,1957.90,2020-11-14,
2182,52,2020-11-14,"8990/1/3",2020-11-14,"03",5873.70,"03",1957.90,2020-11-19,S,2020-11-16,1957.90,2020-11-14,
2183,52,2020-11-18,"9084/4/1",2020-11-18,"04",3321.95,"01",830.51,2020-12-21,S,2020-12-21,830.51,2020-11-18,
2184,52,2020-11-18,"9084/3/2",2020-11-18,"04",3321.95,"02",830.48,2020-12-14,S,2020-12-14,830.48,2020-11-18,
2185,52,2020-11-18,"9084/2/3",2020-11-18,"04",3321.95,"03",830.48,2020-12-07,S,2020-12-07,830.48,2020-11-18,
2186,52,2020-11-18,"9084/1/4",2020-11-18,"04",3321.95,"04",830.48,2020-11-30,S,2020-11-30,830.48,2020-11-18,
2187,2,2020-11-26,"216266/01",2020-11-18,"01",448.72,"01",448.72,2020-12-18,S,2020-12-14,448.72,2020-11-26,
2188,62,2020-12-03,"522204/2/1",2020-12-03,"02",509.69,"01",254.84,2021-01-21,S,2021-01-18,254.84,2020-12-03,
2189,62,2020-12-03,"522204/1/2",2020-12-03,"02",509.69,"02",254.85,2021-01-01,S,2021-01-04,254.85,2020-12-03,
2190,52,2020-12-12,"9301/3/1",2020-12-12,"03",7742.63,"01",2580.89,2021-01-07,S,2021-01-04,2580.89,2020-12-12,
2191,52,2020-12-12,"9301/2/2",2020-12-12,"03",7742.63,"02",2580.87,2020-12-31,S,2020-12-31,2580.87,2020-12-12,
2192,52,2020-12-12,"9301/1/3",2020-12-12,"03",7742.63,"03",2580.87,2020-12-24,S,2020-12-21,2580.87,2020-12-12,
2193,62,2020-12-23,"522545/3/1",2020-12-23,"03",1517.18,"01",505.72,2021-03-22,S,2021-03-22,505.72,2020-12-23,
2194,62,2020-12-23,"522545/2/2",2020-12-23,"03",1517.18,"02",505.72,2021-02-22,S,2021-02-22,505.72,2020-12-23,
2195,62,2020-12-23,"522545/1/3",2020-12-23,"03",1517.18,"03",505.72,2021-01-21,S,2021-01-18,505.72,2020-12-23,
2196,52,2021-01-12,"9476/3/1",2021-01-12,"03",3600.24,"01",1200.08,2021-02-08,S,2021-02-08,1200.08,2021-01-12,
2197,52,2021-01-12,"9476/2/2",2021-01-12,"03",3600.24,"02",1200.08,2021-02-01,S,2021-02-01,1200.08,2021-01-12,
2198,52,2021-01-12,"9476/1/3",2021-01-12,"03",3600.24,"03",1200.08,2021-01-25,S,2021-01-25,1200.08,2021-01-12,
2199,62,2021-01-15,"522797",2021-01-14,"02",493.38,"01",246.69,2021-02-15,S,2021-02-15,246.69,2021-01-15,
2200,62,2021-01-15,"522797/2",2021-01-14,"02",493.38,"02",246.69,2021-03-08,S,2021-03-08,246.69,2021-01-15,
2201,52,2021-01-18,"9519/3/1",2021-01-18,"03",18209.85,"01",4563.29,2021-02-15,S,2021-02-15,4563.29,2021-01-18,
2202,52,2021-01-18,"9519/2/2",2021-01-18,"03",18209.85,"02",4563.28,2021-02-08,S,2021-02-08,4563.28,2021-01-18,
2203,52,2021-01-18,"9519/1/3",2021-01-18,"03",18209.85,"03",4563.28,2021-02-01,S,2021-02-01,4563.28,2021-01-18,
2204,52,2021-01-21,"9548/3/1",2021-01-21,"03",3123.80,"01",1041.28,2021-02-16,S,2021-02-15,1041.28,2021-01-21,
2205,52,2021-01-21,"9548/2/2",2021-01-21,"03",3123.80,"02",1041.26,2021-02-09,S,2021-02-08,1041.26,2021-01-21,
2206,52,2021-01-21,"9548/1/3",2021-01-21,"03",3123.80,"03",1041.26,2021-02-02,S,2021-02-01,1041.26,2021-01-21,
2207,51,2021-01-26,"217430/2/1",2021-01-26,"02",1330.33,"01",665.17,2021-03-20,S,2021-03-22,665.17,2021-01-26,
2208,51,2021-01-26,"217430/1/2",2021-01-26,"02",1330.33,"02",665.16,2021-02-18,S,2021-02-15,665.16,2021-01-26,
2209,51,2021-01-30,"217671/2/1",2021-01-30,"02",1005.05,"01",502.53,2021-03-28,S,2021-03-29,502.53,2021-01-30,
2210,51,2021-01-30,"217671/1/2",2021-01-30,"02",1005.05,"02",502.52,2021-02-26,S,2021-02-22,502.52,2021-01-30,
2211,62,2021-01-30,"523039/3/1",2021-01-30,"03",2120.28,"01",706.76,2021-04-29,S,2021-04-26,706.76,2021-01-30,
2212,62,2021-01-30,"523039/2/2",2021-01-30,"03",2120.28,"02",706.76,2021-03-30,S,2021-03-29,706.76,2021-01-30,
